# iter erro h x y dfdx dfdy f
   0  2.000000000000e+01  1.923076923077e-01 -2.000000000000e+00  3.000000000000e+00  1.200000000000e+01 -1.600000000000e+01 -3.800000000000e+01
   1  1.538461538462e+00  1.300000000000e+00  3.076923076923e-01 -7.692307692308e-02  1.230769230769e+00  9.230769230769e-01  4.615384615385e-01
   2  7.768388458967e-15  0.000000000000e+00  2.000000000000e+00  1.000000000000e+00  3.996802888651e-15 -6.661338147751e-15  2.000000000000e+00
