# eta f fp fpp
3.7700000000 2.087832722765e+00 9.386758396629e-01 8.269244557841e-02
3.7800000000 2.097223601418e+00 9.394984564795e-01 8.183177480046e-02
3.7900000000 2.106622663291e+00 9.403124923389e-01 8.097625802528e-02
3.8000000000 2.116029822833e+00 9.411179988960e-01 8.012591806224e-02
3.8100000000 2.125444995011e+00 9.419150280294e-01 7.928077689279e-02
3.8200000000 2.134868095310e+00 9.427036318336e-01 7.844085567218e-02
3.8300000000 2.144299039738e+00 9.434838626104e-01 7.760617473133e-02
3.8400000000 2.153737744827e+00 9.442557728608e-01 7.677675357890e-02
3.8500000000 2.163184127636e+00 9.450194152769e-01 7.595261090359e-02
3.8600000000 2.172638105749e+00 9.457748427334e-01 7.513376457658e-02
3.8700000000 2.182099597284e+00 9.465221082797e-01 7.432023165424e-02
3.8800000000 2.191568520886e+00 9.472612651319e-01 7.351202838091e-02
3.8900000000 2.201044795736e+00 9.479923666642e-01 7.270917019200e-02
3.9000000000 2.210528341547e+00 9.487154664014e-01 7.191167171718e-02
3.9100000000 2.220019078570e+00 9.494306180104e-01 7.111954678376e-02
3.9200000000 2.229516927593e+00 9.501378752923e-01 7.033280842029e-02
3.9300000000 2.239021809941e+00 9.508372921747e-01 6.955146886032e-02
3.9400000000 2.248533647482e+00 9.515289227036e-01 6.877553954629e-02
3.9500000000 2.258052362622e+00 9.522128210353e-01 6.800503113367e-02
3.9600000000 2.267577878310e+00 9.528890414288e-01 6.723995349518e-02
3.9700000000 2.277110118038e+00 9.535576382380e-01 6.648031572526e-02
3.9800000000 2.286649005844e+00 9.542186659039e-01 6.572612614461e-02
3.9900000000 2.296194466308e+00 9.548721789466e-01 6.497739230499e-02
4.0000000000 2.305746424556e+00 9.555182319583e-01 6.423412099410e-02
4.0100000000 2.315304806262e+00 9.561568795950e-01 6.349631824064e-02
4.0200000000 2.324869537646e+00 9.567881765692e-01 6.276398931951e-02
4.0300000000 2.334440545474e+00 9.574121776425e-01 6.203713875720e-02
4.0400000000 2.344017757062e+00 9.580289376181e-01 6.131577033726e-02
4.0500000000 2.353601100273e+00 9.586385113332e-01 6.059988710597e-02
4.0600000000 2.363190503518e+00 9.592409536518e-01 5.988949137807e-02
4.0700000000 2.372785895757e+00 9.598363194576e-01 5.918458474275e-02
4.0800000000 2.382387206502e+00 9.604246636465e-01 5.848516806964e-02
4.0900000000 2.391994365808e+00 9.610060411193e-01 5.779124151502e-02
4.1000000000 2.401607304285e+00 9.615805067753e-01 5.710280452812e-02
4.1100000000 2.411225953087e+00 9.621481155042e-01 5.641985585751e-02
4.1200000000 2.420850243921e+00 9.627089221802e-01 5.574239355772e-02
4.1300000000 2.430480109040e+00 9.632629816544e-01 5.507041499582e-02
4.1400000000 2.440115481247e+00 9.638103487481e-01 5.440391685825e-02
4.1500000000 2.449756293890e+00 9.643510782463e-01 5.374289515770e-02
4.1600000000 2.459402480869e+00 9.648852248905e-01 5.308734524008e-02
4.1700000000 2.469053976628e+00 9.654128433726e-01 5.243726179161e-02
4.1800000000 2.478710716158e+00 9.659339883279e-01 5.179263884607e-02
4.1900000000 2.488372634998e+00 9.664487143290e-01 5.115346979201e-02
4.2000000000 2.498039669230e+00 9.669570758791e-01 5.051974738020e-02
4.2100000000 2.507711755482e+00 9.674591274058e-01 4.989146373110e-02
4.2200000000 2.517388830926e+00 9.679549232545e-01 4.926861034236e-02
4.2300000000 2.527070833276e+00 9.684445176830e-01 4.865117809656e-02
4.2400000000 2.536757700789e+00 9.689279648544e-01 4.803915726884e-02
4.2500000000 2.546449372263e+00 9.694053188319e-01 4.743253753479e-02
4.2600000000 2.556145787035e+00 9.698766335723e-01 4.683130797827e-02
4.2700000000 2.565846884983e+00 9.703419629203e-01 4.623545709937e-02
4.2800000000 2.575552606521e+00 9.708013606029e-01 4.564497282243e-02
4.2900000000 2.585262892602e+00 9.712548802232e-01 4.505984250413e-02
4.3000000000 2.594977684711e+00 9.717025752554e-01 4.448005294159e-02
4.3100000000 2.604696924869e+00 9.721444990386e-01 4.390559038062e-02
4.3200000000 2.614420555631e+00 9.725807047719e-01 4.333644052393e-02
4.3300000000 2.624148520082e+00 9.730112455085e-01 4.277258853945e-02
4.3400000000 2.633880761835e+00 9.734361741509e-01 4.221401906865e-02
4.3500000000 2.643617225034e+00 9.738555434453e-01 4.166071623500e-02
4.3600000000 2.653357854348e+00 9.742694059764e-01 4.111266365234e-02
4.3700000000 2.663102594972e+00 9.746778141627e-01 4.056984443337e-02
4.3800000000 2.672851392624e+00 9.750808202515e-01 4.003224119819e-02
4.3900000000 2.682604193544e+00 9.754784763136e-01 3.949983608281e-02
4.4000000000 2.692360944490e+00 9.758708342390e-01 3.897261074773e-02
4.4100000000 2.702121592741e+00 9.762579457317e-01 3.845054638652e-02
4.4200000000 2.711886086089e+00 9.766398623056e-01 3.793362373450e-02
4.4300000000 2.721654372842e+00 9.770166352796e-01 3.742182307728e-02
4.4400000000 2.731426401820e+00 9.773883157732e-01 3.691512425953e-02
4.4500000000 2.741202122352e+00 9.777549547022e-01 3.641350669354e-02
4.4600000000 2.750981484278e+00 9.781166027744e-01 3.591694936801e-02
4.4700000000 2.760764437940e+00 9.784733104855e-01 3.542543085663e-02
4.4800000000 2.770550934187e+00 9.788251281147e-01 3.493892932688e-02
4.4900000000 2.780340924369e+00 9.791721057210e-01 3.445742254865e-02
4.5000000000 2.790134360334e+00 9.795142931393e-01 3.398088790299e-02
4.5100000000 2.799931194430e+00 9.798517399761e-01 3.350930239076e-02
4.5200000000 2.809731379497e+00 9.801844956062e-01 3.304264264137e-02
4.5300000000 2.819534868869e+00 9.805126091689e-01 3.258088492143e-02
4.5400000000 2.829341616370e+00 9.808361295643e-01 3.212400514341e-02
4.5500000000 2.839151576312e+00 9.811551054500e-01 3.167197887433e-02
4.5600000000 2.848964703492e+00 9.814695852374e-01 3.122478134438e-02
4.5700000000 2.858780953190e+00 9.817796170889e-01 3.078238745555e-02
4.5800000000 2.868600281167e+00 9.820852489138e-01 3.034477179023e-02
4.5900000000 2.878422643661e+00 9.823865283662e-01 2.991190861978e-02
4.6000000000 2.888247997385e+00 9.826835028410e-01 2.948377191309e-02
4.6100000000 2.898076299525e+00 9.829762194714e-01 2.906033534510e-02
4.6200000000 2.907907507738e+00 9.832647251261e-01 2.864157230530e-02
4.6300000000 2.917741580146e+00 9.835490664062e-01 2.822745590619e-02
4.6400000000 2.927578475339e+00 9.838292896424e-01 2.781795899168e-02
4.6500000000 2.937418152366e+00 9.841054408928e-01 2.741305414550e-02
4.6600000000 2.947260570736e+00 9.843775659398e-01 2.701271369957e-02
4.6700000000 2.957105690416e+00 9.846457102882e-01 2.661690974223e-02
4.6800000000 2.966953471824e+00 9.849099191623e-01 2.622561412659e-02
4.6900000000 2.976803875831e+00 9.851702375038e-01 2.583879847870e-02
4.7000000000 2.986656863755e+00 9.854267099697e-01 2.545643420572e-02
4.7100000000 2.996512397359e+00 9.856793809297e-01 2.507849250403e-02
4.7200000000 3.006370438849e+00 9.859282944648e-01 2.470494436734e-02
4.7300000000 3.016230950870e+00 9.861734943648e-01 2.433576059464e-02
4.7400000000 3.026093896502e+00 9.864150241265e-01 2.397091179824e-02
4.7500000000 3.035959239262e+00 9.866529269520e-01 2.361036841157e-02
4.7600000000 3.045826943095e+00 9.868872457468e-01 2.325410069712e-02
4.7700000000 3.055696972373e+00 9.871180231183e-01 2.290207875415e-02
4.7800000000 3.065569291894e+00 9.873453013741e-01 2.255427252646e-02
4.7900000000 3.075443866877e+00 9.875691225204e-01 2.221065181001e-02
4.8000000000 3.085320662960e+00 9.877895282607e-01 2.187118626052e-02
4.8100000000 3.095199646195e+00 9.880065599944e-01 2.153584540104e-02
4.8200000000 3.105080783050e+00 9.882202588155e-01 2.120459862931e-02
4.8300000000 3.114964040398e+00 9.884306655114e-01 2.087741522526e-02
4.8400000000 3.124849385521e+00 9.886378205617e-01 2.055426435823e-02
4.8500000000 3.134736786105e+00 9.888417641371e-01 2.023511509427e-02
4.8600000000 3.144626210232e+00 9.890425360986e-01 1.991993640331e-02
4.8700000000 3.154517626386e+00 9.892401759965e-01 1.960869716622e-02
4.8800000000 3.164411003443e+00 9.894347230693e-01 1.930136618187e-02
4.8900000000 3.174306310668e+00 9.896262162432e-01 1.899791217404e-02
4.9000000000 3.184203517717e+00 9.898146941314e-01 1.869830379833e-02
4.9100000000 3.194102594628e+00 9.900001950331e-01 1.840250964889e-02
4.9200000000 3.204003511821e+00 9.901827569334e-01 1.811049826518e-02
4.9300000000 3.213906240096e+00 9.903624175025e-01 1.782223813855e-02
4.9400000000 3.223810750625e+00 9.905392140951e-01 1.753769771884e-02
4.9500000000 3.233717014954e+00 9.907131837504e-01 1.725684542078e-02
4.9600000000 3.243625004999e+00 9.908843631917e-01 1.697964963041e-02
4.9700000000 3.253534693039e+00 9.910527888258e-01 1.670607871136e-02
4.9800000000 3.263446051717e+00 9.912184967431e-01 1.643610101107e-02
4.9900000000 3.273359054034e+00 9.913815227177e-01 1.616968486690e-02
5.0000000000 3.283273673350e+00 9.915419022066e-01 1.590679861216e-02
5.0100000000 3.293189883374e+00 9.916996703505e-01 1.564741058210e-02
5.0200000000 3.303107658168e+00 9.918548619733e-01 1.539148911973e-02
5.0300000000 3.313026972140e+00 9.920075115825e-01 1.513900258162e-02
5.0400000000 3.322947800041e+00 9.921576533691e-01 1.488991934358e-02
5.0500000000 3.332870116961e+00 9.923053212082e-01 1.464420780626e-02
5.0600000000 3.342793898331e+00 9.924505486588e-01 1.440183640066e-02
5.0700000000 3.352719119911e+00 9.925933689647e-01 1.416277359355e-02
5.0800000000 3.362645757796e+00 9.927338150542e-01 1.392698789280e-02
5.0900000000 3.372573788407e+00 9.928719195413e-01 1.369444785261e-02
5.1000000000 3.382503188489e+00 9.930077147253e-01 1.346512207869e-02
5.1100000000 3.392433935110e+00 9.931412325924e-01 1.323897923329e-02
5.1200000000 3.402366005656e+00 9.932725048154e-01 1.301598804017e-02
5.1300000000 3.412299377826e+00 9.934015627545e-01 1.279611728949e-02
5.1400000000 3.422234029633e+00 9.935284374587e-01 1.257933584261e-02
5.1500000000 3.432169939400e+00 9.936531596654e-01 1.236561263675e-02
5.1600000000 3.442107085753e+00 9.937757598021e-01 1.215491668962e-02
5.1700000000 3.452045447623e+00 9.938962679869e-01 1.194721710394e-02
5.1800000000 3.461985004239e+00 9.940147140292e-01 1.174248307183e-02
5.1900000000 3.471925735128e+00 9.941311274309e-01 1.154068387919e-02
5.2000000000 3.481867620110e+00 9.942455373874e-01 1.134178890990e-02
5.2100000000 3.491810639294e+00 9.943579727880e-01 1.114576765001e-02
5.2200000000 3.501754773079e+00 9.944684622179e-01 1.095258969176e-02
5.2300000000 3.511700002147e+00 9.945770339584e-01 1.076222473758e-02
5.2400000000 3.521646307460e+00 9.946837159885e-01 1.057464260395e-02
5.2500000000 3.531593670260e+00 9.947885359861e-01 1.038981322522e-02
5.2600000000 3.541542072064e+00 9.948915213289e-01 1.020770665729e-02
5.2700000000 3.551491494661e+00 9.949926990958e-01 1.002829308123e-02
5.2800000000 3.561441920110e+00 9.950920960680e-01 9.851542806801e-03
5.2900000000 3.571393330735e+00 9.951897387309e-01 9.677426275887e-03
5.3000000000 3.581345709124e+00 9.952856532745e-01 9.505914065858e-03
5.3100000000 3.591299038126e+00 9.953798655955e-01 9.336976892817e-03
5.3200000000 3.601253300848e+00 9.954724012985e-01 9.170585614780e-03
5.3300000000 3.611208480648e+00 9.955632856973e-01 9.006711234759e-03
5.3400000000 3.621164561141e+00 9.956525438165e-01 8.845324903767e-03
5.3500000000 3.631121526186e+00 9.957402003931e-01 8.686397923731e-03
5.3600000000 3.641079359892e+00 9.958262798775e-01 8.529901750324e-03
5.3700000000 3.651038046607e+00 9.959108064360e-01 8.375807995709e-03
5.3800000000 3.660997570924e+00 9.959938039513e-01 8.224088431203e-03
5.3900000000 3.670957917668e+00 9.960752960248e-01 8.074714989856e-03
5.4000000000 3.680919071904e+00 9.961553059783e-01 7.927659768947e-03
5.4100000000 3.690881018924e+00 9.962338568550e-01 7.782895032399e-03
5.4200000000 3.700843744253e+00 9.963109714219e-01 7.640393213113e-03
5.4300000000 3.710807233640e+00 9.963866721709e-01 7.500126915218e-03
5.4400000000 3.720771473058e+00 9.964609813210e-01 7.362068916247e-03
5.4500000000 3.730736448701e+00 9.965339208199e-01 7.226192169229e-03
5.4600000000 3.740702146982e+00 9.966055123455e-01 7.092469804708e-03
5.4700000000 3.750668554526e+00 9.966757773081e-01 6.960875132673e-03
5.4800000000 3.760635658176e+00 9.967447368520e-01 6.831381644427e-03
5.4900000000 3.770603444982e+00 9.968124118571e-01 6.703963014367e-03
5.5000000000 3.780571902201e+00 9.968788229412e-01 6.578593101695e-03
5.5100000000 3.790541017296e+00 9.969439904615e-01 6.455245952052e-03
5.5200000000 3.800510777932e+00 9.970079345167e-01 6.333895799081e-03
5.5300000000 3.810481171974e+00 9.970706749487e-01 6.214517065913e-03
5.5400000000 3.820452187484e+00 9.971322313447e-01 6.097084366586e-03
5.5500000000 3.830423812719e+00 9.971926230387e-01 5.981572507388e-03
5.5600000000 3.840396036126e+00 9.972518691142e-01 5.867956488131e-03
5.5700000000 3.850368846345e+00 9.973099884051e-01 5.756211503361e-03
5.5800000000 3.860342232200e+00 9.973669994988e-01 5.646312943492e-03
5.5900000000 3.870316182702e+00 9.974229207372e-01 5.538236395874e-03
5.6000000000 3.880290687043e+00 9.974777702193e-01 5.431957645797e-03
5.6100000000 3.890265734594e+00 9.975315658026e-01 5.327452677431e-03
5.6200000000 3.900241314905e+00 9.975843251059e-01 5.224697674692e-03
5.6300000000 3.910217417700e+00 9.976360655105e-01 5.123669022054e-03
5.6400000000 3.920194032876e+00 9.976868041627e-01 5.024343305293e-03
5.6500000000 3.930171150500e+00 9.977365579755e-01 4.926697312170e-03
5.6600000000 3.940148760808e+00 9.977853436312e-01 4.830708033050e-03
5.6700000000 3.950126854200e+00 9.978331775824e-01 4.736352661468e-03
5.6800000000 3.960105421242e+00 9.978800760553e-01 4.643608594627e-03
5.6900000000 3.970084452657e+00 9.979260550505e-01 4.552453433842e-03
5.7000000000 3.980063939330e+00 9.979711303462e-01 4.462864984930e-03
5.7100000000 3.990043872303e+00 9.980153174992e-01 4.374821258534e-03
5.7200000000 4.000024242771e+00 9.980586318477e-01 4.288300470404e-03
5.7300000000 4.010005042081e+00 9.981010885130e-01 4.203281041611e-03
5.7400000000 4.019986261732e+00 9.981427024017e-01 4.119741598715e-03
5.7500000000 4.029967893369e+00 9.981834882076e-01 4.037660973882e-03
5.7600000000 4.039949928784e+00 9.982234604139e-01 3.957018204942e-03
5.7700000000 4.049932359913e+00 9.982626332952e-01 3.877792535402e-03
5.7800000000 4.059915178833e+00 9.983010209196e-01 3.799963414406e-03
5.7900000000 4.069898377760e+00 9.983386371507e-01 3.723510496651e-03
5.8000000000 4.079881949050e+00 9.983754956497e-01 3.648413642251e-03
5.8100000000 4.089865885192e+00 9.984116098772e-01 3.574652916553e-03
5.8200000000 4.099850178811e+00 9.984469930959e-01 3.502208589913e-03
5.8300000000 4.109834822661e+00 9.984816583718e-01 3.431061137421e-03
5.8400000000 4.119819809628e+00 9.985156185770e-01 3.361191238585e-03
5.8500000000 4.129805132725e+00 9.985488863913e-01 3.292579776972e-03
5.8600000000 4.139790785090e+00 9.985814743042e-01 3.225207839808e-03
5.8700000000 4.149776759986e+00 9.986133946173e-01 3.159056717530e-03
5.8800000000 4.159763050797e+00 9.986446594461e-01 3.094107903309e-03
5.8900000000 4.169749651029e+00 9.986752807220e-01 3.030343092527e-03
5.9000000000 4.179736554306e+00 9.987052701942e-01 2.967744182212e-03
5.9100000000 4.189723754366e+00 9.987346394322e-01 2.906293270445e-03
5.9200000000 4.199711245065e+00 9.987633998272e-01 2.845972655724e-03
5.9300000000 4.209699020371e+00 9.987915625945e-01 2.786764836292e-03
5.9400000000 4.219687074362e+00 9.988191387754e-01 2.728652509435e-03
5.9500000000 4.229675401227e+00 9.988461392392e-01 2.671618570745e-03
5.9600000000 4.239663995263e+00 9.988725746850e-01 2.615646113343e-03
5.9700000000 4.249652850872e+00 9.988984556439e-01 2.560718427080e-03
5.9800000000 4.259641962562e+00 9.989237924810e-01 2.506818997704e-03
5.9900000000 4.269631324942e+00 9.989485953969e-01 2.453931505990e-03
6.0000000000 4.279620932724e+00 9.989728744304e-01 2.402039826852e-03
6.0100000000 4.289610780718e+00 9.989966394596e-01 2.351128028414e-03
6.0200000000 4.299600863832e+00 9.990199002047e-01 2.301180371068e-03
6.0300000000 4.309591177073e+00 9.990426662289e-01 2.252181306488e-03
6.0400000000 4.319581715539e+00 9.990649469415e-01 2.204115476634e-03
6.0500000000 4.329572474425e+00 9.990867515986e-01 2.156967712722e-03
6.0600000000 4.339563449015e+00 9.991080893059e-01 2.110723034169e-03
6.0700000000 4.349554634684e+00 9.991289690202e-01 2.065366647520e-03
6.0800000000 4.359546026898e+00 9.991493995511e-01 2.020883945350e-03
6.0900000000 4.369537621207e+00 9.991693895632e-01 1.977260505140e-03
6.1000000000 4.379529413249e+00 9.991889475778e-01 1.934482088137e-03
6.1100000000 4.389521398747e+00 9.992080819747e-01 1.892534638195e-03
6.1200000000 4.399513573504e+00 9.992268009941e-01 1.851404280588e-03
6.1300000000 4.409505933409e+00 9.992451127383e-01 1.811077320814e-03
6.1400000000 4.419498474428e+00 9.992630251734e-01 1.771540243373e-03
6.1500000000 4.429491192608e+00 9.992805461315e-01 1.732779710535e-03
6.1600000000 4.439484084071e+00 9.992976833121e-01 1.694782561086e-03
6.1700000000 4.449477145020e+00 9.993144442840e-01 1.657535809055e-03
6.1800000000 4.459470371728e+00 9.993308364869e-01 1.621026642441e-03
6.1900000000 4.469463760545e+00 9.993468672333e-01 1.585242421904e-03
6.2000000000 4.479457307892e+00 9.993625437101e-01 1.550170679459e-03
6.2100000000 4.489451010262e+00 9.993778729807e-01 1.515799117153e-03
6.2200000000 4.499444864217e+00 9.993928619859e-01 1.482115605721e-03
6.2300000000 4.509438866390e+00 9.994075175464e-01 1.449108183242e-03
6.2400000000 4.519433013479e+00 9.994218463638e-01 1.416765053781e-03
6.2500000000 4.529427302250e+00 9.994358550229e-01 1.385074586009e-03
6.2600000000 4.539421729534e+00 9.994495499928e-01 1.354025311834e-03
6.2700000000 4.549416292225e+00 9.994629376287e-01 1.323605925002e-03
6.2800000000 4.559410987283e+00 9.994760241737e-01 1.293805279704e-03
6.2900000000 4.569405811726e+00 9.994888157601e-01 1.264612389168e-03
6.3000000000 4.579400762635e+00 9.995013184111e-01 1.236016424244e-03
6.3100000000 4.589395837151e+00 9.995135380427e-01 1.208006711984e-03
6.3200000000 4.599391032472e+00 9.995254804644e-01 1.180572734217e-03
6.3300000000 4.609386345855e+00 9.995371513818e-01 1.153704126114e-03
6.3400000000 4.619381774613e+00 9.995485563974e-01 1.127390674749e-03
6.3500000000 4.629377316115e+00 9.995597010122e-01 1.101622317660e-03
6.3600000000 4.639372967783e+00 9.995705906276e-01 1.076389141399e-03
6.3700000000 4.649368727095e+00 9.995812305464e-01 1.051681380083e-03
6.3800000000 4.659364591579e+00 9.995916259745e-01 1.027489413942e-03
6.3900000000 4.669360558817e+00 9.996017820223e-01 1.003803767859e-03
6.4000000000 4.679356626439e+00 9.996117037064e-01 9.806151099167e-04
6.4100000000 4.689352792126e+00 9.996213959505e-01 9.579142499335e-04
6.4200000000 4.699349053609e+00 9.996308635872e-01 9.356921380051e-04
6.4300000000 4.709345408665e+00 9.996401113593e-01 9.139398630417e-04
6.4400000000 4.719341855119e+00 9.996491439212e-01 8.926486513063e-04
6.4500000000 4.729338390841e+00 9.996579658403e-01 8.718098649526e-04
6.4600000000 4.739335013748e+00 9.996665815982e-01 8.514150005641e-04
6.4700000000 4.749331721801e+00 9.996749955921e-01 8.314556876932e-04
6.4800000000 4.759328513002e+00 9.996832121363e-01 8.119236874027e-04
6.4900000000 4.769325385399e+00 9.996912354632e-01 7.928108908087e-04
6.5000000000 4.779322337081e+00 9.996990697248e-01 7.741093176255e-04
6.5100000000 4.789319366177e+00 9.997067189940e-01 7.558111147132e-04
6.5200000000 4.799316470858e+00 9.997141872659e-01 7.379085546282e-04
6.5300000000 4.809313649332e+00 9.997214784586e-01 7.203940341770e-04
6.5400000000 4.819310899850e+00 9.997285964150e-01 7.032600729739e-04
6.5500000000 4.829308220696e+00 9.997355449040e-01 6.864993120020e-04
6.5600000000 4.839305610195e+00 9.997423276211e-01 6.701045121787e-04
6.5700000000 4.849303066708e+00 9.997489481903e-01 6.540685529267e-04
6.5800000000 4.859300588630e+00 9.997554101649e-01 6.383844307485e-04
6.5900000000 4.869298174394e+00 9.997617170287e-01 6.230452578070e-04
6.6000000000 4.879295822465e+00 9.997678721972e-01 6.080442605116e-04
6.6100000000 4.889293531344e+00 9.997738790189e-01 5.933747781096e-04
6.6200000000 4.899291299562e+00 9.997797407760e-01 5.790302612842e-04
6.6300000000 4.909289125686e+00 9.997854606858e-01 5.650042707587e-04
6.6400000000 4.919287008314e+00 9.997910419020e-01 5.512904759071e-04
6.6500000000 4.929284946072e+00 9.997964875152e-01 5.378826533715e-04
6.6600000000 4.939282937622e+00 9.998018005545e-01 5.247746856869e-04
6.6700000000 4.949280981651e+00 9.998069839884e-01 5.119605599136e-04
6.6800000000 4.959279076879e+00 9.998120407255e-01 4.994343662758e-04
6.6900000000 4.969277222053e+00 9.998169736161e-01 4.871902968097e-04
6.7000000000 4.979275415948e+00 9.998217854528e-01 4.752226440184e-04
6.7100000000 4.989273657368e+00 9.998264789716e-01 4.635257995355e-04
6.7200000000 4.999271945142e+00 9.998310568530e-01 4.520942527966e-04
6.7300000000 5.009270278128e+00 9.998355217229e-01 4.409225897200e-04
6.7400000000 5.019268655209e+00 9.998398761533e-01 4.300054913956e-04
6.7500000000 5.029267075292e+00 9.998441226638e-01 4.193377327827e-04
6.7600000000 5.039265537310e+00 9.998482637220e-01 4.089141814177e-04
6.7700000000 5.049264040223e+00 9.998523017446e-01 3.987297961295e-04
6.7800000000 5.059262583010e+00 9.998562390986e-01 3.887796257658e-04
6.7900000000 5.069261164677e+00 9.998600781016e-01 3.790588079282e-04
6.8000000000 5.079259784251e+00 9.998638210233e-01 3.695625677167e-04
6.8100000000 5.089258440784e+00 9.998674700859e-01 3.602862164844e-04
6.8200000000 5.099257133348e+00 9.998710274652e-01 3.512251506024e-04
6.8300000000 5.109255861035e+00 9.998744952914e-01 3.423748502338e-04
6.8400000000 5.119254622962e+00 9.998778756500e-01 3.337308781189e-04
6.8500000000 5.129253418263e+00 9.998811705822e-01 3.252888783694e-04
6.8600000000 5.139252246095e+00 9.998843820865e-01 3.170445752744e-04
6.8700000000 5.149251105634e+00 9.998875121187e-01 3.089937721155e-04
6.8800000000 5.159249996073e+00 9.998905625932e-01 3.011323499935e-04
6.8900000000 5.169248916626e+00 9.998935353835e-01 2.934562666647e-04
6.9000000000 5.179247866527e+00 9.998964323230e-01 2.859615553883e-04
6.9100000000 5.189246845026e+00 9.998992552061e-01 2.786443237852e-04
6.9200000000 5.199245851391e+00 9.999020057884e-01 2.715007527062e-04
6.9300000000 5.209244884907e+00 9.999046857875e-01 2.645270951126e-04
6.9400000000 5.219243944877e+00 9.999072968844e-01 2.577196749661e-04
6.9500000000 5.229243030620e+00 9.999098407231e-01 2.510748861314e-04
6.9600000000 5.239242141472e+00 9.999123189124e-01 2.445891912882e-04
6.9700000000 5.249241276785e+00 9.999147330257e-01 2.382591208552e-04
6.9800000000 5.259240435924e+00 9.999170846022e-01 2.320812719252e-04
6.9900000000 5.269239618273e+00 9.999193751474e-01 2.260523072104e-04
7.0000000000 5.279238823229e+00 9.999216061337e-01 2.201689540002e-04
7.0100000000 5.289238050202e+00 9.999237790011e-01 2.144280031287e-04
7.0200000000 5.299237298620e+00 9.999258951579e-01 2.088263079546e-04
7.0300000000 5.309236567921e+00 9.999279559811e-01 2.033607833515e-04
7.0400000000 5.319235857559e+00 9.999299628173e-01 1.980284047095e-04
7.0500000000 5.329235167002e+00 9.999319169831e-01 1.928262069484e-04
7.0600000000 5.339234495728e+00 9.999338197657e-01 1.877512835416e-04
7.0700000000 5.349233843230e+00 9.999356724235e-01 1.828007855513e-04
7.0800000000 5.359233209013e+00 9.999374761868e-01 1.779719206750e-04
7.0900000000 5.369232592595e+00 9.999392322582e-01 1.732619523031e-04
7.1000000000 5.379231993504e+00 9.999409418133e-01 1.686681985878e-04
7.1100000000 5.389231411280e+00 9.999426060008e-01 1.641880315224e-04
7.1200000000 5.399230845476e+00 9.999442259439e-01 1.598188760330e-04
7.1300000000 5.409230295655e+00 9.999458027399e-01 1.555582090799e-04
7.1400000000 5.419229761391e+00 9.999473374615e-01 1.514035587711e-04
7.1500000000 5.429229242267e+00 9.999488311564e-01 1.473525034858e-04
7.1600000000 5.439228737880e+00 9.999502848489e-01 1.434026710103e-04
7.1700000000 5.449228247834e+00 9.999516995395e-01 1.395517376834e-04
7.1800000000 5.459227771744e+00 9.999530762057e-01 1.357974275533e-04
7.1900000000 5.469227309235e+00 9.999544158027e-01 1.321375115458e-04
7.2000000000 5.479226859940e+00 9.999557192633e-01 1.285698066423e-04
7.2100000000 5.489226423503e+00 9.999569874990e-01 1.250921750697e-04
7.2200000000 5.499225999576e+00 9.999582214001e-01 1.217025235002e-04
7.2300000000 5.509225587819e+00 9.999594218359e-01 1.183988022617e-04
7.2400000000 5.519225187904e+00 9.999605896558e-01 1.151790045599e-04
7.2500000000 5.529224799506e+00 9.999617256892e-01 1.120411657093e-04
7.2600000000 5.539224422314e+00 9.999628307459e-01 1.089833623763e-04
7.2700000000 5.549224056021e+00 9.999639056169e-01 1.060037118315e-04
7.2800000000 5.559223700328e+00 9.999649510745e-01 1.031003712131e-04
7.2900000000 5.569223354947e+00 9.999659678727e-01 1.002715368003e-04
7.3000000000 5.579223019593e+00 9.999669567477e-01 9.751544329702e-05
7.3100000000 5.589222693991e+00 9.999679184183e-01 9.483036312563e-05
7.3200000000 5.599222377873e+00 9.999688535860e-01 9.221460573111e-05
7.3300000000 5.609222070977e+00 9.999697629359e-01 8.966651689488e-05
7.3400000000 5.619221773048e+00 9.999706471365e-01 8.718447805878e-05
7.3500000000 5.629221483838e+00 9.999715068404e-01 8.476690565888e-05
7.3600000000 5.639221203105e+00 9.999723426843e-01 8.241225046906e-05
7.3700000000 5.649220930614e+00 9.999731552900e-01 8.011899695438e-05
7.3800000000 5.659220666135e+00 9.999739452640e-01 7.788566263397e-05
7.3900000000 5.669220409446e+00 9.999747131982e-01 7.571079745368e-05
7.4000000000 5.679220160328e+00 9.999754596701e-01 7.359298316800e-05
7.4100000000 5.689219918570e+00 9.999761852434e-01 7.153083273152e-05
7.4200000000 5.699219683965e+00 9.999768904678e-01 6.952298969970e-05
7.4300000000 5.709219456313e+00 9.999775758798e-01 6.756812763880e-05
7.4400000000 5.719219235418e+00 9.999782420026e-01 6.566494954505e-05
7.4500000000 5.729219021090e+00 9.999788893468e-01 6.381218727283e-05
7.4600000000 5.739218813144e+00 9.999795184103e-01 6.200860097182e-05
7.4700000000 5.749218611399e+00 9.999801296787e-01 6.025297853314e-05
7.4800000000 5.759218415680e+00 9.999807236257e-01 5.854413504417e-05
7.4900000000 5.769218225816e+00 9.999813007134e-01 5.688091225217e-05
7.5000000000 5.779218041640e+00 9.999818613923e-01 5.526217803650e-05
7.5100000000 5.789217862990e+00 9.999824061016e-01 5.368682588942e-05
7.5200000000 5.799217689710e+00 9.999829352698e-01 5.215377440528e-05
7.5300000000 5.809217521645e+00 9.999834493146e-01 5.066196677812e-05
7.5400000000 5.819217358647e+00 9.999839486432e-01 4.921037030754e-05
