# eta f fp fpp
7.5500000000 5.829217200570e+00 9.999844336526e-01 4.779797591273e-05
7.5600000000 5.839217047274e+00 9.999849047300e-01 4.642379765462e-05
7.5700000000 5.849216898620e+00 9.999853622527e-01 4.508687226603e-05
7.5800000000 5.859216754475e+00 9.999858065885e-01 4.378625868968e-05
7.5900000000 5.869216614709e+00 9.999862380959e-01 4.252103762411e-05
7.6000000000 5.879216479195e+00 9.999866571243e-01 4.129031107725e-05
7.6100000000 5.889216347811e+00 9.999870640142e-01 4.009320192768e-05
7.6200000000 5.899216220436e+00 9.999874590975e-01 3.892885349341e-05
7.6300000000 5.909216096954e+00 9.999878426976e-01 3.779642910810e-05
7.6400000000 5.919215977253e+00 9.999882151298e-01 3.669511170473e-05
7.6500000000 5.929215861221e+00 9.999885767009e-01 3.562410340641e-05
7.6600000000 5.939215748752e+00 9.999889277102e-01 3.458262512451e-05
7.6700000000 5.949215639741e+00 9.999892684493e-01 3.356991616380e-05
7.6800000000 5.959215534087e+00 9.999895992020e-01 3.258523383459e-05
7.6900000000 5.969215431692e+00 9.999899202450e-01 3.162785307184e-05
7.7000000000 5.979215332461e+00 9.999902318477e-01 3.069706606107e-05
7.7100000000 5.989215236299e+00 9.999905342726e-01 2.979218187096e-05
7.7200000000 5.999215143116e+00 9.999908277754e-01 2.891252609265e-05
7.7300000000 6.009215052825e+00 9.999911126050e-01 2.805744048556e-05
7.7400000000 6.019214965340e+00 9.999913890040e-01 2.722628262972e-05
7.7500000000 6.029214880578e+00 9.999916572084e-01 2.641842558442e-05
7.7600000000 6.039214798458e+00 9.999919174481e-01 2.563325755321e-05
7.7700000000 6.049214718901e+00 9.999921699471e-01 2.487018155502e-05
7.7800000000 6.059214641832e+00 9.999924149234e-01 2.412861510153e-05
7.7900000000 6.069214567175e+00 9.999926525892e-01 2.340798988041e-05
7.8000000000 6.079214494860e+00 9.999928831512e-01 2.270775144464e-05
7.8100000000 6.089214424815e+00 9.999931068104e-01 2.202735890763e-05
7.8200000000 6.099214356974e+00 9.999933237628e-01 2.136628464408e-05
7.8300000000 6.109214291269e+00 9.999935341988e-01 2.072401399659e-05
7.8400000000 6.119214227637e+00 9.999937383040e-01 2.010004498786e-05
7.8500000000 6.129214166015e+00 9.999939362591e-01 1.949388803841e-05
7.8600000000 6.139214106342e+00 9.999941282396e-01 1.890506568971e-05
7.8700000000 6.149214048560e+00 9.999943144166e-01 1.833311233269e-05
7.8800000000 6.159213992612e+00 9.999944949565e-01 1.777757394156e-05
7.8900000000 6.169213938441e+00 9.999946700213e-01 1.723800781279e-05
7.9000000000 6.179213885994e+00 9.999948397685e-01 1.671398230917e-05
7.9100000000 6.189213835219e+00 9.999950043514e-01 1.620507660900e-05
7.9200000000 6.199213786065e+00 9.999951639191e-01 1.571088046017e-05
7.9300000000 6.209213738481e+00 9.999953186167e-01 1.523099393908e-05
7.9400000000 6.219213692421e+00 9.999954685853e-01 1.476502721451e-05
7.9500000000 6.229213647838e+00 9.999956139623e-01 1.431260031604e-05
7.9600000000 6.239213604686e+00 9.999957548812e-01 1.387334290725e-05
7.9700000000 6.249213562921e+00 9.999958914719e-01 1.344689406341e-05
7.9800000000 6.259213522501e+00 9.999960238606e-01 1.303290205374e-05
7.9900000000 6.269213483384e+00 9.999961521703e-01 1.263102412803e-05
8.0000000000 6.279213445531e+00 9.999962765204e-01 1.224092630766e-05
8.0100000000 6.289213408902e+00 9.999963970270e-01 1.186228318089e-05
8.0200000000 6.299213373459e+00 9.999965138032e-01 1.149477770231e-05
8.0300000000 6.309213339166e+00 9.999966269587e-01 1.113810099655e-05
8.0400000000 6.319213305987e+00 9.999967366003e-01 1.079195216588e-05
8.0500000000 6.329213273887e+00 9.999968428318e-01 1.045603810201e-05
8.0600000000 6.339213242832e+00 9.999969457542e-01 1.013007330165e-05
8.0700000000 6.349213212791e+00 9.999970454655e-01 9.813779686008e-06
8.0800000000 6.359213183731e+00 9.999971420611e-01 9.506886424117e-06
8.0900000000 6.369213155622e+00 9.999972356337e-01 9.209129759814e-06
8.1000000000 6.379213128434e+00 9.999973262733e-01 8.920252842438e-06
8.1100000000 6.389213102138e+00 9.999974140675e-01 8.640005561108e-06
8.1200000000 6.399213076706e+00 9.999974991014e-01 8.368144382542e-06
8.1300000000 6.409213052111e+00 9.999975814576e-01 8.104432192347e-06
8.1400000000 6.419213028327e+00 9.999976612164e-01 7.848638139717e-06
8.1500000000 6.429213005327e+00 9.999977384560e-01 7.600537485489e-06
8.1600000000 6.439212983088e+00 9.999978132521e-01 7.359911453476e-06
8.1700000000 6.449212961584e+00 9.999978856784e-01 7.126547085038e-06
8.1800000000 6.459212940794e+00 9.999979558065e-01 6.900237096818e-06
8.1900000000 6.469212920693e+00 9.999980237060e-01 6.680779741588e-06
8.2000000000 6.479212901261e+00 9.999980894443e-01 6.467978672153e-06
8.2100000000 6.489212882475e+00 9.999981530871e-01 6.261642808250e-06
8.2200000000 6.499212864316e+00 9.999982146981e-01 6.061586206382e-06
8.2300000000 6.509212846762e+00 9.999982743392e-01 5.867627932548e-06
8.2400000000 6.519212829796e+00 9.999983320704e-01 5.679591937798e-06
8.2500000000 6.529212813398e+00 9.999983879502e-01 5.497306936561e-06
8.2600000000 6.539212797549e+00 9.999984420351e-01 5.320606287710e-06
8.2700000000 6.549212782233e+00 9.999984943804e-01 5.149327878283e-06
8.2800000000 6.559212767431e+00 9.999985450392e-01 4.983314009841e-06
8.2900000000 6.569212753128e+00 9.999985940637e-01 4.822411287381e-06
8.3000000000 6.579212739307e+00 9.999986415040e-01 4.666470510782e-06
8.3100000000 6.589212725953e+00 9.999986874091e-01 4.515346568713e-06
8.3200000000 6.599212713050e+00 9.999987318265e-01 4.368898334969e-06
8.3300000000 6.609212700585e+00 9.999987748022e-01 4.226988567173e-06
8.3400000000 6.619212688542e+00 9.999988163810e-01 4.089483807821e-06
8.3500000000 6.629212676908e+00 9.999988566062e-01 3.956254287591e-06
8.3600000000 6.639212665669e+00 9.999988955199e-01 3.827173830900e-06
8.3700000000 6.649212654814e+00 9.999989331631e-01 3.702119763647e-06
8.3800000000 6.659212644329e+00 9.999989695753e-01 3.580972823105e-06
8.3900000000 6.669212634201e+00 9.999990047952e-01 3.463617069910e-06
8.4000000000 6.679212624421e+00 9.999990388599e-01 3.349939802122e-06
8.4100000000 6.689212614975e+00 9.999990718058e-01 3.239831471294e-06
8.4200000000 6.699212605853e+00 9.999991036681e-01 3.133185600522e-06
8.4300000000 6.709212597045e+00 9.999991344808e-01 3.029898704433e-06
8.4400000000 6.719212588539e+00 9.999991642769e-01 2.929870211067e-06
8.4500000000 6.729212580327e+00 9.999991930887e-01 2.833002385618e-06
8.4600000000 6.739212572398e+00 9.999992209472e-01 2.739200255989e-06
8.4700000000 6.749212564743e+00 9.999992478826e-01 2.648371540133e-06
8.4800000000 6.759212557353e+00 9.999992739242e-01 2.560426575133e-06
8.4900000000 6.769212550218e+00 9.999992991005e-01 2.475278247990e-06
8.5000000000 6.779212543332e+00 9.999993234388e-01 2.392841928078e-06
8.5100000000 6.789212536684e+00 9.999993469661e-01 2.313035401235e-06
8.5200000000 6.799212530268e+00 9.999993697080e-01 2.235778805458e-06
8.5300000000 6.809212524076e+00 9.999993916899e-01 2.160994568152e-06
8.5400000000 6.819212518100e+00 9.999994129359e-01 2.088607344921e-06
8.5500000000 6.829212512332e+00 9.999994334698e-01 2.018543959853e-06
8.5600000000 6.839212506767e+00 9.999994533143e-01 1.950733347272e-06
8.5700000000 6.849212501397e+00 9.999994724917e-01 1.885106494921e-06
8.5800000000 6.859212496215e+00 9.999994910235e-01 1.821596388549e-06
8.5900000000 6.869212491215e+00 9.999995089305e-01 1.760137957875e-06
8.6000000000 6.879212486391e+00 9.999995262329e-01 1.700668023885e-06
8.6100000000 6.889212481738e+00 9.999995429503e-01 1.643125247445e-06
8.6200000000 6.899212477248e+00 9.999995591016e-01 1.587450079198e-06
8.6300000000 6.909212472918e+00 9.999995747053e-01 1.533584710716e-06
8.6400000000 6.919212468741e+00 9.999995897791e-01 1.481473026870e-06
8.6500000000 6.929212464712e+00 9.999996043404e-01 1.431060559412e-06
8.6600000000 6.939212460826e+00 9.999996184058e-01 1.382294441716e-06
8.6700000000 6.949212457078e+00 9.999996319916e-01 1.335123364673e-06
8.6800000000 6.959212453464e+00 9.999996451135e-01 1.289497533702e-06
8.6900000000 6.969212449979e+00 9.999996577866e-01 1.245368626853e-06
8.7000000000 6.979212446618e+00 9.999996700257e-01 1.202689753983e-06
8.7100000000 6.989212443378e+00 9.999996818450e-01 1.161415416971e-06
8.7200000000 6.999212440254e+00 9.999996932585e-01 1.121501470961e-06
8.7300000000 7.009212437242e+00 9.999997042795e-01 1.082905086594e-06
8.7400000000 7.019212434338e+00 9.999997149209e-01 1.045584713216e-06
8.7500000000 7.029212431539e+00 9.999997251953e-01 1.009500043042e-06
8.7600000000 7.039212428841e+00 9.999997351149e-01 9.746119762421e-07
8.7700000000 7.049212426240e+00 9.999997446914e-01 9.408825869392e-07
8.7800000000 7.059212423734e+00 9.999997539362e-01 9.082750900899e-07
8.7900000000 7.069212421318e+00 9.999997628605e-01 8.767538092331e-07
8.8000000000 7.079212418990e+00 9.999997714748e-01 8.462841450811e-07
8.8100000000 7.089212416746e+00 9.999997797896e-01 8.168325449367e-07
8.8200000000 7.099212414585e+00 9.999997878148e-01 7.883664729145e-07
8.8300000000 7.109212412502e+00 9.999997955601e-01 7.608543809485e-07
8.8400000000 7.119212410495e+00 9.999998030349e-01 7.342656805669e-07
8.8500000000 7.129212408562e+00 9.999998102484e-01 7.085707154145e-07
8.8600000000 7.139212406699e+00 9.999998172092e-01 6.837407345072e-07
8.8700000000 7.149212404905e+00 9.999998239260e-01 6.597478661979e-07
8.8800000000 7.159212403177e+00 9.999998304069e-01 6.365650928397e-07
8.8900000000 7.169212401512e+00 9.999998366599e-01 6.141662261260e-07
8.9000000000 7.179212399909e+00 9.999998426927e-01 5.925258830948e-07
8.9100000000 7.189212398366e+00 9.999998485129e-01 5.716194627772e-07
8.9200000000 7.199212396879e+00 9.999998541275e-01 5.514231234772e-07
8.9300000000 7.209212395447e+00 9.999998595436e-01 5.319137606660e-07
8.9400000000 7.219212394069e+00 9.999998647680e-01 5.130689854754e-07
8.9500000000 7.229212392742e+00 9.999998698071e-01 4.948671037759e-07
8.9600000000 7.239212391465e+00 9.999998746674e-01 4.772870958254e-07
8.9700000000 7.249212390235e+00 9.999998793549e-01 4.603085964732e-07
8.9800000000 7.259212389051e+00 9.999998838755e-01 4.439118759066e-07
8.9900000000 7.269212387912e+00 9.999998882350e-01 4.280778209254e-07
9.0000000000 7.279212386815e+00 9.999998924389e-01 4.127879167317e-07
9.0100000000 7.289212385760e+00 9.999998964925e-01 3.980242292224e-07
9.0200000000 7.299212384745e+00 9.999999004011e-01 3.837693877705e-07
9.0300000000 7.309212383768e+00 9.999999041695e-01 3.700065684838e-07
9.0400000000 7.319212382828e+00 9.999999078028e-01 3.567194779285e-07
9.0500000000 7.329212381923e+00 9.999999113055e-01 3.438923373059e-07
9.0600000000 7.339212381053e+00 9.999999146821e-01 3.315098670705e-07
9.0700000000 7.349212380217e+00 9.999999179371e-01 3.195572719784e-07
9.0800000000 7.359212379412e+00 9.999999210746e-01 3.080202265550e-07
9.0900000000 7.369212378638e+00 9.999999240988e-01 2.968848609702e-07
9.1000000000 7.379212377893e+00 9.999999270136e-01 2.861377473125e-07
9.1100000000 7.389212377178e+00 9.999999298228e-01 2.757658862495e-07
9.1200000000 7.399212376489e+00 9.999999325302e-01 2.657566940665e-07
9.1300000000 7.409212375828e+00 9.999999351391e-01 2.560979900721e-07
9.1400000000 7.419212375192e+00 9.999999376532e-01 2.467779843618e-07
9.1500000000 7.429212374581e+00 9.999999400758e-01 2.377852659305e-07
9.1600000000 7.439212373993e+00 9.999999424100e-01 2.291087911237e-07
9.1700000000 7.449212373429e+00 9.999999446590e-01 2.207378724197e-07
9.1800000000 7.459212372886e+00 9.999999468257e-01 2.126621675329e-07
9.1900000000 7.469212372365e+00 9.999999489132e-01 2.048716688306e-07
9.2000000000 7.479212371864e+00 9.999999509241e-01 1.973566930548e-07
9.2100000000 7.489212371383e+00 9.999999528612e-01 1.901078713400e-07
9.2200000000 7.499212370921e+00 9.999999547271e-01 1.831161395203e-07
9.2300000000 7.509212370477e+00 9.999999565244e-01 1.763727287176e-07
9.2400000000 7.519212370051e+00 9.999999582554e-01 1.698691562027e-07
9.2500000000 7.529212369642e+00 9.999999599225e-01 1.635972165230e-07
9.2600000000 7.539212369250e+00 9.999999615281e-01 1.575489728888e-07
9.2700000000 7.549212368873e+00 9.999999630742e-01 1.517167488120e-07
9.2800000000 7.559212368511e+00 9.999999645631e-01 1.460931199891e-07
9.2900000000 7.569212368164e+00 9.999999659967e-01 1.406709064233e-07
9.3000000000 7.579212367831e+00 9.999999673772e-01 1.354431647780e-07
9.3100000000 7.589212367511e+00 9.999999687062e-01 1.304031809561e-07
9.3200000000 7.599212367205e+00 9.999999699858e-01 1.255444628986e-07
9.3300000000 7.609212366911e+00 9.999999712177e-01 1.208607335966e-07
9.3400000000 7.619212366629e+00 9.999999724036e-01 1.163459243106e-07
9.3500000000 7.629212366359e+00 9.999999735452e-01 1.119941679914e-07
9.3600000000 7.639212366100e+00 9.999999746440e-01 1.077997928976e-07
9.3700000000 7.649212365851e+00 9.999999757017e-01 1.037573164031e-07
9.3800000000 7.659212365613e+00 9.999999767196e-01 9.986143899069e-08
9.3900000000 7.669212365386e+00 9.999999776994e-01 9.610703842539e-08
9.4000000000 7.679212365167e+00 9.999999786422e-01 9.248916410286e-08
9.4100000000 7.689212364958e+00 9.999999795496e-01 8.900303156832e-08
9.4200000000 7.699212364758e+00 9.999999804227e-01 8.564401720086e-08
9.4300000000 7.709212364567e+00 9.999999812629e-01 8.240765305839e-08
9.4400000000 7.719212364383e+00 9.999999820713e-01 7.928962187900e-08
9.4500000000 7.729212364208e+00 9.999999828490e-01 7.628575223406e-08
9.4600000000 7.739212364040e+00 9.999999835973e-01 7.339201382881e-08
9.4700000000 7.749212363880e+00 9.999999843172e-01 7.060451294628e-08
9.4800000000 7.759212363726e+00 9.999999850098e-01 6.791948803047e-08
9.4900000000 7.769212363580e+00 9.999999856760e-01 6.533330540473e-08
9.5000000000 7.779212363440e+00 9.999999863168e-01 6.284245512145e-08
9.5100000000 7.789212363306e+00 9.999999869331e-01 6.044354693949e-08
9.5200000000 7.799212363179e+00 9.999999875259e-01 5.813330642532e-08
9.5300000000 7.809212363057e+00 9.999999880961e-01 5.590857117470e-08
9.5400000000 7.819212362940e+00 9.999999886444e-01 5.376628715107e-08
9.5500000000 7.829212362829e+00 9.999999891717e-01 5.170350513746e-08
9.5600000000 7.839212362724e+00 9.999999896787e-01 4.971737729858e-08
9.5700000000 7.849212362623e+00 9.999999901663e-01 4.780515384985e-08
9.5800000000 7.859212362527e+00 9.999999906350e-01 4.596417983026e-08
9.5900000000 7.869212362436e+00 9.999999910858e-01 4.419189197602e-08
9.6000000000 7.879212362349e+00 9.999999915191e-01 4.248581569210e-08
9.6100000000 7.889212362266e+00 9.999999919357e-01 4.084356211863e-08
9.6200000000 7.899212362187e+00 9.999999923362e-01 3.926282528960e-08
9.6300000000 7.909212362113e+00 9.999999927211e-01 3.774137938085e-08
9.6400000000 7.919212362042e+00 9.999999930912e-01 3.627707604499e-08
9.6500000000 7.929212361974e+00 9.999999934469e-01 3.486784183044e-08
9.6600000000 7.939212361911e+00 9.999999937887e-01 3.351167568224e-08
9.6700000000 7.949212361850e+00 9.999999941173e-01 3.220664652209e-08
9.6800000000 7.959212361793e+00 9.999999944330e-01 3.095089090538e-08
9.6900000000 7.969212361739e+00 9.999999947365e-01 2.974261075273e-08
9.7000000000 7.979212361688e+00 9.999999950280e-01 2.858007115397e-08
9.7100000000 7.989212361639e+00 9.999999953082e-01 2.746159824229e-08
9.7200000000 7.999212361594e+00 9.999999955774e-01 2.638557713648e-08
9.7300000000 8.009212361551e+00 9.999999958361e-01 2.535044994916e-08
9.7400000000 8.019212361510e+00 9.999999960845e-01 2.435471385911e-08
9.7500000000 8.029212361472e+00 9.999999963233e-01 2.339691924558e-08
9.7600000000 8.039212361437e+00 9.999999965526e-01 2.247566788288e-08
9.7700000000 8.049212361403e+00 9.999999967729e-01 2.158961119333e-08
9.7800000000 8.059212361372e+00 9.999999969845e-01 2.073744855671e-08
9.7900000000 8.069212361343e+00 9.999999971878e-01 1.991792567466e-08
9.8000000000 8.079212361316e+00 9.999999973830e-01 1.912983298820e-08
9.8100000000 8.089212361291e+00 9.999999975705e-01 1.837200414681e-08
9.8200000000 8.099212361267e+00 9.999999977505e-01 1.764331452739e-08
9.8300000000 8.109212361246e+00 9.999999979234e-01 1.694267980177e-08
9.8400000000 8.119212361226e+00 9.999999980895e-01 1.626905455096e-08
9.8500000000 8.129212361207e+00 9.999999982489e-01 1.562143092500e-08
9.8600000000 8.139212361191e+00 9.999999984020e-01 1.499883734678e-08
9.8700000000 8.149212361176e+00 9.999999985489e-01 1.440033725859e-08
9.8800000000 8.159212361162e+00 9.999999986900e-01 1.382502790994e-08
9.8900000000 8.169212361149e+00 9.999999988255e-01 1.327203918553e-08
9.9000000000 8.179212361138e+00 9.999999989556e-01 1.274053247195e-08
9.9100000000 8.189212361128e+00 9.999999990804e-01 1.222969956202e-08
9.9200000000 8.199212361120e+00 9.999999992002e-01 1.173876159547e-08
9.9300000000 8.209212361112e+00 9.999999993152e-01 1.126696803494e-08
9.9400000000 8.219212361106e+00 9.999999994256e-01 1.081359567609e-08
9.9500000000 8.229212361101e+00 9.999999995316e-01 1.037794769078e-08
9.9600000000 8.239212361097e+00 9.999999996332e-01 9.959352702264e-09
9.9700000000 8.249212361094e+00 9.999999997308e-01 9.557163891425e-09
9.9800000000 8.259212361091e+00 9.999999998244e-01 9.170758132952e-09
9.9900000000 8.269212361090e+00 9.999999999143e-01 8.799535160634e-09
10.0000000000 8.279212361090e+00 1.000000000000e+00 8.442916760758e-09
10.0000000000 8.279212361090e+00 1.000000000000e+00 8.442916760752e-09
